Node_num	Node_id	Node_type	Node_label	Node_name
4415	1116	gene	2	CHI3L1
4416	11160	gene	2	ERLIN2
4417	11161	gene	2	C14orf1
4418	11162	gene	2	NUDT6
4419	11163	gene	2	NUDT4
4420	11164	gene	2	NUDT5
4421	11165	gene	2	NUDT3
4422	11166	gene	2	SOX21
4423	11167	gene	2	FSTL1
4424	11168	gene	2	PSIP1
4425	11169	gene	2	WDHD1
4426	1117	gene	2	CHI3L2
4427	11170	gene	2	FAM107A
4428	11171	gene	2	STRAP
4429	11172	gene	2	INSL6
4430	11173	gene	2	ADAMTS7
4431	11174	gene	2	ADAMTS6
4432	11176	gene	2	BAZ2A
4433	11177	gene	2	BAZ1A
4434	11178	gene	2	LZTS1
4435	11179	gene	2	ZNF277
4436	1118	gene	2	CHIT1
4437	11180	gene	2	WDR6
4438	11181	gene	2	TREH
4439	11182	gene	2	SLC2A6
4440	11183	gene	2	MAP4K5
4441	11184	gene	2	MAP4K1
4442	11185	gene	2	INMT
4443	11186	gene	2	RASSF1
4444	11187	gene	2	PKP3
4445	11188	gene	2	NISCH
4446	11189	gene	2	CELF3
4447	1119	gene	2	CHKA
4448	11190	gene	2	CEP250
4449	11193	gene	2	WBP4
4450	11194	gene	2	ABCB8
4451	11196	gene	2	SEC23IP
4452	11197	gene	2	WIF1
4453	11198	gene	2	SUPT16H
4454	11199	gene	2	ANXA10
4455	112	gene	2	ADCY6
4456	1120	gene	2	CHKB
4457	11200	gene	2	CHEK2
4458	11201	gene	2	POLI
4459	11202	gene	2	KLK8
4460	1121	gene	2	CHM
4461	11211	gene	2	FZD10
4462	11212	gene	2	PROSC
4463	11213	gene	2	IRAK3
4464	11214	gene	2	AKAP13
4465	11215	gene	2	AKAP11
4466	11216	gene	2	AKAP10
4467	11217	gene	2	AKAP2
4468	11218	gene	2	DDX20
4469	11219	gene	2	TREX2
4470	1122	gene	2	CHML
4471	11221	gene	2	DUSP10
4472	11222	gene	2	MRPL3
4473	11223	gene	2	MST1L
4474	11224	gene	2	RPL35
4475	11226	gene	2	GALNT6
4476	11227	gene	2	GALNT5
4477	11228	gene	2	RASSF8
4478	1123	gene	2	CHN1
4479	11230	gene	2	PRAF2
4480	11231	gene	2	SEC63
4481	11232	gene	2	POLG2
4482	11234	gene	2	HPS5
4483	11235	gene	2	PDCD10
4484	11236	gene	2	RNF139
4485	11237	gene	2	RNF24
4486	11238	gene	2	CA5B
4487	112398	gene	2	EGLN2
4488	112399	gene	2	EGLN3
4489	1124	gene	2	CHN2
4490	11240	gene	2	PADI2
4491	112401	gene	2	BIRC8
4492	11243	gene	2	PMF1
4493	11244	gene	2	ZHX1
4494	11245	gene	2	GPR176
4495	112464	gene	2	PRKCDBP
4496	11247	gene	2	NXPH4
4497	112476	gene	2	PRRT2
4498	112479	gene	2	ERI2
4499	11248	gene	2	NXPH3
4500	112483	gene	2	SAT2
4501	112487	gene	2	DTD2
4502	11249	gene	2	NXPH2
4503	112495	gene	2	GTF3C6
4504	11250	gene	2	GPR45
4505	11251	gene	2	PTGDR2
4506	11252	gene	2	PACSIN2
4507	11253	gene	2	MAN1B1
4508	11254	gene	2	SLC6A14
4509	11255	gene	2	HRH3
4510	112574	gene	2	SNX18
4511	11258	gene	2	DCTN3
4512	11259	gene	2	FILIP1L
4513	11260	gene	2	XPOT
4514	112609	gene	2	MRAP2
4515	11261	gene	2	CHP1
4516	112611	gene	2	RWDD2A
4517	112616	gene	2	CMTM7
4518	11262	gene	2	SP140
4519	11264	gene	2	PXMP4
4520	11266	gene	2	DUSP12
4521	11267	gene	2	SNF8
4522	11269	gene	2	DDX19B
4523	11270	gene	2	NRM
4524	112703	gene	2	FAM71E1
4525	112714	gene	2	TUBA3E
4526	11272	gene	2	PRR4
4527	112724	gene	2	RDH13
4528	11273	gene	2	ATXN2L
4529	11274	gene	2	USP18
4530	112744	gene	2	IL17F
4531	11275	gene	2	KLHL2
4532	112752	gene	2	IFT43
4533	112755	gene	2	STX1B
4534	11276	gene	2	SYNRG
4535	11277	gene	2	TREX1
4536	112770	gene	2	GLMP
4537	11278	gene	2	KLF12
4538	11279	gene	2	KLF8
4539	1128	gene	2	CHRM1
4540	11280	gene	2	SCN11A
4541	112802	gene	2	KRT71
4542	11281	gene	2	POU6F2
4543	112812	gene	2	FDX1L
4544	112817	gene	2	HOGA1
4545	11282	gene	2	MGAT4B
4546	11283	gene	2	CYP4F8
4547	11284	gene	2	PNKP
4548	112840	gene	2	WDR89
4549	112849	gene	2	L3HYPDH
4550	11285	gene	2	B4GALT7
4551	112858	gene	2	TP53RK
4552	112869	gene	2	CCDC101
4553	112885	gene	2	PHF21B
4554	1129	gene	2	CHRM2
4555	112936	gene	2	VPS26B
4556	112937	gene	2	GLB1L3
4557	112939	gene	2	NACC1
4558	112942	gene	2	CFAP36
4559	112950	gene	2	MED8
4560	112970	gene	2	KTI12
4561	113	gene	2	ADCY7
4562	1130	gene	2	LYST
4563	113000	gene	2	RPUSD1
4564	113026	gene	2	PLCD3
4565	11309	gene	2	SLCO2B1
4566	113091	gene	2	PTH2
4567	1131	gene	2	CHRM3
4568	11311	gene	2	VPS45
4569	113115	gene	2	MTFR2
4570	11313	gene	2	LYPLA2
4571	113130	gene	2	CDCA5
4572	11314	gene	2	CD300A
4573	113146	gene	2	AHNAK2
4574	11315	gene	2	PARK7
4575	11316	gene	2	COPE
4576	11317	gene	2	RBPJL
4577	113174	gene	2	SAAL1
4578	113177	gene	2	IZUMO4
4579	113178	gene	2	SCAMP4
4580	113179	gene	2	ADAT3
4581	11318	gene	2	GPR182
4582	113189	gene	2	CHST14
4583	11319	gene	2	ECD
4584	1132	gene	2	CHRM4
4585	11320	gene	2	MGAT4A
4586	113201	gene	2	CASC4
4587	11321	gene	2	GPN1
4588	11322	gene	2	TMC6
4589	113220	gene	2	KIF12
4590	113230	gene	2	LOC113230
4591	113235	gene	2	SLC46A1
4592	113246	gene	2	C12orf57
4593	11325	gene	2	DDX42
4594	113251	gene	2	LARP4
4595	11326	gene	2	VSIG4
4596	113263	gene	2	GLCCI1
4597	113277	gene	2	TMEM106A
4598	113278	gene	2	SLC52A3
4599	11328	gene	2	FKBP9
4600	11329	gene	2	STK38
4601	1133	gene	2	CHRM5
4602	11330	gene	2	CTRC
4603	11331	gene	2	PHB2
4604	11332	gene	2	ACOT7
4605	11333	gene	2	PDAP1
4606	11334	gene	2	TUSC2
4607	11335	gene	2	CBX3
4608	11336	gene	2	EXOC3
4609	11337	gene	2	GABARAP
4610	11338	gene	2	U2AF2
4611	11339	gene	2	OIP5
4612	1134	gene	2	CHRNA1
4613	11340	gene	2	EXOSC8
4614	113402	gene	2	SFT2D1
4615	11341	gene	2	SCRG1
4616	113419	gene	2	TEX261
4617	11342	gene	2	RNF13
4618	11343	gene	2	MGLL
4619	11344	gene	2	TWF2
4620	113444	gene	2	SMIM12
4621	11345	gene	2	GABARAPL2
4622	113451	gene	2	AZIN2
4623	113452	gene	2	TMEM54
4624	113457	gene	2	TUBA3D
4625	11346	gene	2	SYNPO
4626	1135	gene	2	CHRNA2
4627	113510	gene	2	HELQ
4628	113540	gene	2	CMTM1
4629	1136	gene	2	CHRNA3
4630	113612	gene	2	CYP2U1
4631	113622	gene	2	ADPRHL1
4632	113655	gene	2	MFSD3
4633	113675	gene	2	SDSL
4634	1137	gene	2	CHRNA4
4635	113730	gene	2	KLHDC7B
4636	113746	gene	2	ODF3
4637	113763	gene	2	ZBED6CL
4638	113791	gene	2	PIK3IP1
4639	1138	gene	2	CHRNA5
4640	113802	gene	2	HENMT1
4641	113828	gene	2	FAM83F
4642	113829	gene	2	SLC35A4
4643	113835	gene	2	ZNF257
4644	113878	gene	2	DTX2
4645	1139	gene	2	CHRNA7
4646	114	gene	2	ADCY8
4647	1140	gene	2	CHRNB1
4648	114026	gene	2	ZIM3
4649	114034	gene	2	TOE1
4650	114049	gene	2	WBSCR22
4651	114088	gene	2	TRIM9
4652	1141	gene	2	CHRNB2
4653	114112	gene	2	TXNRD3
4654	114131	gene	2	UCN3
4655	114132	gene	2	SIGLEC11
4656	114134	gene	2	SLC2A13
4657	1142	gene	2	CHRNB3
4658	114294	gene	2	LACTB
4659	114299	gene	2	PALM2
4660	1143	gene	2	CHRNB4
4661	114327	gene	2	EFHC1
4662	114335	gene	2	CGB1
4663	114336	gene	2	CGB2
4664	1144	gene	2	CHRND
4665	1145	gene	2	CHRNE
4666	114548	gene	2	NLRP3
4667	114569	gene	2	MAL2
4668	114571	gene	2	SLC22A9
4669	1146	gene	2	CHRNG
4670	114609	gene	2	TIRAP
4671	114625	gene	2	ERMAP
4672	114659	gene	2	LRRC37B
4673	1147	gene	2	CHUK
4674	114757	gene	2	CYGB
4675	114769	gene	2	CARD16
4676	114770	gene	2	PGLYRP2
4677	114771	gene	2	PGLYRP3
4678	114780	gene	2	PKD1L2
4679	114781	gene	2	BTBD9
4680	114783	gene	2	LMTK3
4681	114784	gene	2	CSMD2
4682	114785	gene	2	MBD6
4683	114786	gene	2	XKR4
4684	114787	gene	2	GPRIN1
4685	114788	gene	2	CSMD3
4686	114789	gene	2	SLC25A25
4687	114790	gene	2	STK11IP
4688	114791	gene	2	TUBGCP5
4689	114792	gene	2	KLHL32
4690	114793	gene	2	FMNL2
4691	114794	gene	2	ELFN2
4692	114795	gene	2	TMEM132B
4693	114798	gene	2	SLITRK1
4694	114799	gene	2	ESCO1
4695	114800	gene	2	CCDC85A
4696	114801	gene	2	TMEM200A
4697	114803	gene	2	MYSM1
4698	114804	gene	2	RNF157
4699	114805	gene	2	GALNT13
4700	114815	gene	2	SORCS1
4701	114818	gene	2	KLHL29
4702	114821	gene	2	ZBED9
4703	114822	gene	2	RHPN1
4704	114823	gene	2	LENG8
4705	114824	gene	2	PNMA5
4706	114825	gene	2	PWWP2A
4707	114826	gene	2	SMYD4
4708	114827	gene	2	FHAD1
4709	114836	gene	2	SLAMF6
4710	114876	gene	2	OSBPL1A
4711	114879	gene	2	OSBPL5
4712	114880	gene	2	OSBPL6
4713	114881	gene	2	OSBPL7
4714	114882	gene	2	OSBPL8
4715	114883	gene	2	OSBPL9
4716	114884	gene	2	OSBPL10
4717	114885	gene	2	OSBPL11
4718	114897	gene	2	C1QTNF1
4719	114898	gene	2	C1QTNF2
4720	114899	gene	2	C1QTNF3
4721	1149	gene	2	CIDEA
4722	114900	gene	2	C1QTNF4
4723	114902	gene	2	C1QTNF5
4724	114904	gene	2	C1QTNF6
4725	114905	gene	2	C1QTNF7
4726	114907	gene	2	FBXO32
4727	114908	gene	2	TMEM123
4728	114926	gene	2	SMIM19
4729	114928	gene	2	GPRASP2
4730	114932	gene	2	MRFAP1L1
4731	114960	gene	2	TSGA13
4732	114971	gene	2	PTPMT1
4733	114984	gene	2	FLYWCH2
4734	114987	gene	2	WDR31
4735	114990	gene	2	VASN
4736	114991	gene	2	ZNF618
4737	115	gene	2	ADCY9
4738	115004	gene	2	MB21D1
4739	115019	gene	2	SLC26A9
4740	115024	gene	2	NT5C3B
4741	115098	gene	2	CCDC124
4742	115106	gene	2	HAUS1
4743	115111	gene	2	SLC26A7
4744	115123	gene	2	3-Mar
4745	115196	gene	2	ZNF554
4746	1152	gene	2	CKB
4747	115201	gene	2	ATG4A
4748	115207	gene	2	KCTD12
4749	115209	gene	2	OMA1
4750	115265	gene	2	DDIT4L
4751	115273	gene	2	RAB42
4752	115286	gene	2	SLC25A26
4753	115290	gene	2	FBXO17
4754	115294	gene	2	PCMTD1
4755	1153	gene	2	CIRBP
4756	115330	gene	2	GPR146
4757	115350	gene	2	FCRL1
4758	115352	gene	2	FCRL3
4759	115353	gene	2	LRRC42
4760	115361	gene	2	GBP4
4761	115362	gene	2	GBP5
4762	115399	gene	2	LRRC56
4763	1154	gene	2	CISH
4764	115416	gene	2	MALSU1
4765	115426	gene	2	UHRF2
4766	1155	gene	2	TBCB
4767	115509	gene	2	ZNF689
4768	115548	gene	2	FCHO2
4769	115557	gene	2	ARHGEF25
4770	115560	gene	2	ZNF501
4771	115572	gene	2	FAM46B
4772	115584	gene	2	SLC5A11
4773	115650	gene	2	TNFRSF13C
4774	115653	gene	2	KIR3DL3
4775	115677	gene	2	NOSTRIN
4776	115701	gene	2	ALPK2
4777	115703	gene	2	ARHGAP33
4778	115704	gene	2	EVI5L
4779	115708	gene	2	TRMT61A
4780	115727	gene	2	RASGRP4
4781	115749	gene	2	C12orf56
4782	115752	gene	2	DIS3L
4783	115761	gene	2	ARL11
4784	115795	gene	2	FANCD2OS
4785	1158	gene	2	CKM
4786	115811	gene	2	IQCD
4787	115817	gene	2	DHRS1
4788	115825	gene	2	WDFY2
4789	115827	gene	2	RAB3C
4790	115861	gene	2	NXNL1
4791	1159	gene	2	CKMT1B
4792	115908	gene	2	CTHRC1
4793	115939	gene	2	TSR3
4794	115948	gene	2	CCDC151
4795	115950	gene	2	ZNF653
4796	115992	gene	2	RNF166
4797	116	gene	2	ADCYAP1
4798	1160	gene	2	CKMT2
4799	116028	gene	2	RMI2
4800	116039	gene	2	OSR2
4801	116064	gene	2	LRRC58
4802	116068	gene	2	LYSMD3
4803	116071	gene	2	BATF2
4804	116085	gene	2	SLC22A12
4805	116092	gene	2	DNTTIP1
4806	116093	gene	2	DIRC1
4807	1161	gene	2	ERCC8
4808	116113	gene	2	FOXP4
4809	116115	gene	2	ZNF526
4810	116135	gene	2	LRRC3B
4811	116138	gene	2	KLHDC3
4812	116143	gene	2	WDR92
4813	116150	gene	2	NUS1
4814	116151	gene	2	FAM210B
4815	116154	gene	2	PHACTR3
4816	116159	gene	2	CYYR1
4817	116173	gene	2	CMTM5
4818	116179	gene	2	TGM7
4819	116211	gene	2	TM4SF19
4820	116224	gene	2	FAM122A
4821	116225	gene	2	ZMYND19
4822	116228	gene	2	COX20
4823	116236	gene	2	ABHD15
4824	116238	gene	2	TLCD1
4825	116254	gene	2	GINM1
4826	116255	gene	2	MOGAT1
4827	116285	gene	2	ACSM1
4828	1163	gene	2	CKS1B
4829	116328	gene	2	C8orf34
4830	116337	gene	2	PANX3
4831	116362	gene	2	RBP7
4832	116369	gene	2	SLC26A8
4833	116372	gene	2	LYPD1
4834	116379	gene	2	IL22RA2
4835	1164	gene	2	CKS2
4836	116412	gene	2	ZNF837
4837	116441	gene	2	TM4SF18
4838	116442	gene	2	RAB39B
4839	116443	gene	2	GRIN3A
4840	116444	gene	2	GRIN3B
4841	116447	gene	2	TOP1MT
4842	116448	gene	2	OLIG1
4843	116449	gene	2	CLNK
4844	116461	gene	2	TSEN15
4845	116496	gene	2	FAM129A
4846	116511	gene	2	MAS1L
4847	116512	gene	2	MRGPRD
4848	116519	gene	2	APOA5
4849	116534	gene	2	MRGPRE
4850	116535	gene	2	MRGPRF
4851	116540	gene	2	MRPL53
4852	116541	gene	2	MRPL54
4853	116729	gene	2	PPP1R27
4854	116832	gene	2	RPL39L
4855	116835	gene	2	HSPA12B
4856	116840	gene	2	CNTROB
4857	116841	gene	2	SNAP47
4858	116842	gene	2	LEAP2
4859	116843	gene	2	SLC18B1
4860	116844	gene	2	LRG1
4861	116931	gene	2	MED12L
4862	116966	gene	2	WDR17
4863	116969	gene	2	ART5
4864	116983	gene	2	ACAP3
4865	116984	gene	2	ARAP2
4866	116985	gene	2	ARAP1
4867	116986	gene	2	AGAP2
4868	116987	gene	2	AGAP1
4869	116988	gene	2	AGAP3
4870	117	gene	2	ADCYAP1R1
4871	117143	gene	2	TADA1
4872	117144	gene	2	CATSPER1
4873	117145	gene	2	THEM4
4874	117153	gene	2	MIA2
4875	117154	gene	2	DACH2
4876	117155	gene	2	CATSPER2
4877	117156	gene	2	SCGB3A2
4878	117157	gene	2	SH2D1B
4879	117159	gene	2	DCD
4880	117166	gene	2	WFIKKN1
4881	117177	gene	2	RAB3IP
4882	117178	gene	2	SSX2IP
4883	117194	gene	2	MRGPRX2
4884	117195	gene	2	MRGPRX3
4885	117196	gene	2	MRGPRX4
4886	117245	gene	2	HRASLS5
4887	117246	gene	2	FTSJ3
4888	117247	gene	2	SLC16A10
4889	117248	gene	2	GALNT15
4890	117283	gene	2	IP6K3
4891	117285	gene	2	DEFB118
4892	117286	gene	2	CIB3
4893	117289	gene	2	TAGAP
4894	1173	gene	2	AP2M1
4895	1174	gene	2	AP1S1
4896	1175	gene	2	AP2S1
4897	117531	gene	2	TMC1
4898	117532	gene	2	TMC2
4899	117579	gene	2	RLN3
4900	117581	gene	2	TWIST2
4901	117583	gene	2	PARD3B
4902	117584	gene	2	RFFL
4903	1176	gene	2	AP3S1
4904	117608	gene	2	ZNF354B
4905	1178	gene	2	CLC
4906	117854	gene	2	TRIM6
4907	1179	gene	2	CLCA1
4908	118	gene	2	ADD1
4909	1180	gene	2	CLCN1
4910	1181	gene	2	CLCN2
4911	1182	gene	2	CLCN3
4912	1183	gene	2	CLCN4
4913	1184	gene	2	CLCN5
4914	118424	gene	2	UBE2J2
4915	118426	gene	2	LOH12CR1
4916	118427	gene	2	OLFM3
4917	118429	gene	2	ANTXR2
4918	118430	gene	2	MUCL1
4919	118442	gene	2	GPR62
4920	118460	gene	2	EXOSC6
4921	118461	gene	2	C10orf71
4922	118471	gene	2	PRAP1
4923	118472	gene	2	ZNF511
4924	118487	gene	2	CHCHD1
4925	118490	gene	2	MSS51
4926	118491	gene	2	CFAP70
4927	1185	gene	2	CLCN6
4928	1186	gene	2	CLCN7
4929	118611	gene	2	C10orf90
4930	118663	gene	2	BTBD16
4931	118670	gene	2	FAM24A
4932	118672	gene	2	PSTK
4933	1187	gene	2	CLCNKA
4934	118738	gene	2	ZNF488
4935	118788	gene	2	PIK3AP1
4936	1188	gene	2	CLCNKB
4937	118812	gene	2	MORN4
4938	118813	gene	2	ZFYVE27
4939	118856	gene	2	MMP21
4940	118881	gene	2	COMTD1
4941	118924	gene	2	FRA10AC1
4942	118932	gene	2	ANKRD22
4943	118980	gene	2	SFXN2
4944	118987	gene	2	PDZD8
4945	119	gene	2	ADD2
4946	119016	gene	2	AGAP4
4947	119032	gene	2	C10orf32
4948	1191	gene	2	CLU
4949	119180	gene	2	LYZL2
4950	1192	gene	2	CLIC1
4951	1193	gene	2	CLIC2
4952	119385	gene	2	AGAP11
4953	119391	gene	2	GSTO2
4954	119392	gene	2	SFR1
4955	119395	gene	2	CALHM3
4956	119467	gene	2	CLRN3
4957	1195	gene	2	CLK1
4958	119504	gene	2	ANAPC16
4959	119548	gene	2	PNLIPRP3
4960	119559	gene	2	SFXN4
4961	119587	gene	2	CPXM2
4962	1196	gene	2	CLK2
4963	119678	gene	2	OR52E2
4964	119679	gene	2	OR52J3
4965	119682	gene	2	OR51L1
4966	119687	gene	2	OR51A7
4967	119692	gene	2	OR51S1
4968	119694	gene	2	OR51F2
4969	119695	gene	2	OR52R1
4970	119710	gene	2	C11orf74
4971	119749	gene	2	OR4C46
4972	119764	gene	2	OR4X2
4973	119765	gene	2	OR4B1
4974	119772	gene	2	OR52M1
4975	119774	gene	2	OR52K2
4976	1198	gene	2	CLK3
4977	12	gene	2	SERPINA3
4978	120	gene	2	ADD3
4979	1200	gene	2	TPP1
4980	120065	gene	2	OR5P2
4981	120066	gene	2	OR5P3
4982	120071	gene	2	GYLTL1B
4983	1201	gene	2	CLN3
4984	120103	gene	2	SLC36A4
4985	120114	gene	2	FAT3
4986	120146	gene	2	TRIM64
4987	120224	gene	2	TMEM45B
4988	120227	gene	2	CYP2R1
4989	120237	gene	2	DBX1
4990	1203	gene	2	CLN5
4991	120376	gene	2	COLCA2
4992	120379	gene	2	PIH1D2
4993	120400	gene	2	NXPE1
4994	120406	gene	2	NXPE2
4995	120425	gene	2	AMICA1
4996	120526	gene	2	DNAJC24
4997	120534	gene	2	ARL14EP
4998	120586	gene	2	OR8I2
4999	1207	gene	2	CLNS1A
5000	120775	gene	2	OR2D3
5001	120776	gene	2	OR2D2
5002	120787	gene	2	OR52W1
5003	120793	gene	2	OR56A4
5004	120796	gene	2	OR56A1
5005	1208	gene	2	CLPS
5006	120863	gene	2	DEPDC4
5007	120892	gene	2	LRRK2
5008	1209	gene	2	CLPTM1
5009	120935	gene	2	CCDC38
5010	120939	gene	2	TMEM52B
5011	121006	gene	2	FAM186A
5012	121053	gene	2	C12orf45
5013	1211	gene	2	CLTA
5014	121129	gene	2	OR2AP1
5015	121130	gene	2	OR10P1
5016	1212	gene	2	CLTB
5017	121214	gene	2	SDR9C7
5018	121227	gene	2	LRIG3
5019	121256	gene	2	TMEM132D
5020	121260	gene	2	SLC15A4
5021	121268	gene	2	RHEBL1
5022	121273	gene	2	C12orf54
5023	121274	gene	2	ZNF641
5024	121275	gene	2	OR10AD1
5025	121278	gene	2	TPH2
5026	1213	gene	2	CLTC
5027	121340	gene	2	SP7
5028	121355	gene	2	GTSF1
5029	121364	gene	2	OR10A7
5030	121391	gene	2	KRT74
5031	121441	gene	2	NEDD1
5032	121457	gene	2	IKBIP
5033	1215	gene	2	CMA1
5034	121504	gene	2	HIST4H4
5035	121506	gene	2	ERP27
5036	121512	gene	2	FGD4
5037	121536	gene	2	AEBP2
5038	121549	gene	2	ASCL4
5039	121551	gene	2	BTBD11
5040	121599	gene	2	SPIC
5041	121601	gene	2	ANO4
5042	121642	gene	2	ALKBH2
5043	121643	gene	2	FOXN4
5044	121665	gene	2	SPPL3
5045	121793	gene	2	TEX29
5046	122011	gene	2	CSNK1A1L
5047	122042	gene	2	RXFP2
5048	122046	gene	2	TEX26
5049	122060	gene	2	SLAIN1
5050	122183	gene	2	PRR20A
5051	122258	gene	2	SPACA7
5052	122402	gene	2	TDRD9
5053	122416	gene	2	ANKRD9
5054	122481	gene	2	AK7
5055	122509	gene	2	IFI27L1
5056	122525	gene	2	C14orf28
5057	122553	gene	2	TRAPPC6B
5058	122616	gene	2	C14orf79
5059	122618	gene	2	PLD4
5060	122622	gene	2	ADSSL1
5061	122651	gene	2	RNASE11
5062	122664	gene	2	TPPP2
5063	122665	gene	2	RNASE8
5064	122704	gene	2	MRPL52
5065	122706	gene	2	PSMB11
5066	122740	gene	2	OR4K14
5067	122742	gene	2	OR4L1
5068	122748	gene	2	OR11H6
5069	122769	gene	2	LRR1
5070	122773	gene	2	KLHDC1
5071	122786	gene	2	FRMD6
5072	122809	gene	2	SOCS4
5073	122830	gene	2	NAA30
5074	122876	gene	2	GPHB5
5075	122945	gene	2	NOXRED1
5076	122953	gene	2	JDP2
5077	122961	gene	2	ISCA2
5078	122970	gene	2	ACOT4
5079	123	gene	2	PLIN2
5080	1230	gene	2	CCR1
5081	123016	gene	2	TTC8
5082	123036	gene	2	TC2N
5083	123041	gene	2	SLC24A4
5084	123096	gene	2	SLC25A29
5085	123099	gene	2	DEGS2
5086	123103	gene	2	KLHL33
5087	123169	gene	2	LEO1
5088	1232	gene	2	CCR3
5089	123207	gene	2	C15orf40
5090	123228	gene	2	SENP8
5091	123263	gene	2	MTFMT
5092	123264	gene	2	SLC51B
5093	123283	gene	2	TARSL2
5094	1233	gene	2	CCR4
5095	123355	gene	2	LRRC28
5096	1234	gene	2	CCR5
5097	1235	gene	2	CCR6
5098	123591	gene	2	C15orf27
5099	1236	gene	2	CCR7
5100	123606	gene	2	NIPA1
5101	123624	gene	2	AGBL1
5102	123688	gene	2	HYKK
5103	1237	gene	2	CCR8
5104	123720	gene	2	WHAMM
5105	123722	gene	2	FSD2
5106	123745	gene	2	PLA2G4E
5107	123775	gene	2	C16orf46
5108	1238	gene	2	ACKR2
5109	123803	gene	2	NTAN1
5110	123811	gene	2	FOPNL
5111	123872	gene	2	DNAAF1
5112	123876	gene	2	ACSM2A
5113	123879	gene	2	DCUN1D3
5114	123904	gene	2	NRN1L
5115	123920	gene	2	CMTM3
5116	123970	gene	2	C16orf78
5117	124	gene	2	ADH1A
5118	1240	gene	2	CMKLR1
5119	124044	gene	2	SPATA2L
5120	124045	gene	2	SPATA33
5121	124056	gene	2	NOXO1
5122	124093	gene	2	CCDC78
5123	1241	gene	2	LTB4R
5124	124152	gene	2	IQCK
5125	124220	gene	2	ZG16B
5126	124222	gene	2	PAQR4
5127	124245	gene	2	ZC3H18
5128	124274	gene	2	GPR139
5129	124359	gene	2	CDYL2
5130	1244	gene	2	ABCC2
5131	124401	gene	2	ANKS3
5132	124402	gene	2	UBALD1
5133	124404	gene	2	12-Sep
5134	124411	gene	2	ZNF720
5135	124446	gene	2	TMEM219
5136	124454	gene	2	EARS2
5137	124460	gene	2	SNX20
5138	124491	gene	2	TMEM170A
5139	124512	gene	2	METTL23
5140	124535	gene	2	HSF5
5141	124538	gene	2	OR4D2
5142	124540	gene	2	MSI2
5143	124565	gene	2	SLC38A10
5144	124583	gene	2	CANT1
5145	124590	gene	2	USH1G
5146	124599	gene	2	CD300LB
5147	124602	gene	2	KIF19
5148	124626	gene	2	ZPBP2
5149	124637	gene	2	CYB5D1
5150	124641	gene	2	OVCA2
5151	124739	gene	2	USP43
5152	124751	gene	2	KRBA2
5153	124773	gene	2	C17orf64
5154	124783	gene	2	SPATA32
5155	124790	gene	2	HEXIM2
5156	124801	gene	2	LSM12
5157	124808	gene	2	CCDC43
5158	124817	gene	2	CNTD1
5159	124842	gene	2	TMEM132E
5160	124857	gene	2	WFIKKN2
5161	124872	gene	2	B4GALNT2
5162	124912	gene	2	SPACA3
5163	124923	gene	2	SGK494
5164	124925	gene	2	SEZ6
5165	124930	gene	2	ANKRD13B
5166	124935	gene	2	SLC43A2
5167	124936	gene	2	CYB5D2
5168	124944	gene	2	C17orf49
5169	124961	gene	2	ZFP3
5170	124975	gene	2	GGT6
5171	124976	gene	2	SPNS2
5172	124989	gene	2	EFCAB13
5173	124995	gene	2	MRPL10
5174	124997	gene	2	WDR81
5175	125	gene	2	ADH1B
5176	125058	gene	2	TBC1D16
5177	125061	gene	2	AFMID
5178	125111	gene	2	GJD3
5179	125113	gene	2	KRT222
5180	125115	gene	2	KRT40
5181	125150	gene	2	ZSWIM7
5182	125168	gene	2	RIBIN
5183	125170	gene	2	MIEF2
5184	125206	gene	2	SLC5A10
5185	125228	gene	2	FAM210A
5186	125336	gene	2	LOXHD1
5187	125476	gene	2	INO80C
5188	125488	gene	2	TTC39C
5189	125704	gene	2	FAM69C
5190	1258	gene	2	CNGB1
5191	125875	gene	2	CLDND2
5192	125893	gene	2	ZNF816
5193	1259	gene	2	CNGA1
5194	125919	gene	2	ZNF543
5195	125931	gene	2	CEACAM20
5196	125950	gene	2	RAVER1
5197	125958	gene	2	OR7D4
5198	125962	gene	2	OR7G1
5199	125963	gene	2	OR1M1
5200	125965	gene	2	COX6B2
5201	125972	gene	2	CALR3
5202	125981	gene	2	ACER1
5203	125988	gene	2	C19orf70
5204	125997	gene	2	MBD3L2
5205	126	gene	2	ADH1C
5206	1260	gene	2	CNGA2
5207	126003	gene	2	TRAPPC5
5208	126006	gene	2	PCP2
5209	126014	gene	2	OSCAR
5210	126017	gene	2	ZNF813
5211	126068	gene	2	ZNF441
5212	126069	gene	2	ZNF491
5213	126070	gene	2	ZNF440
5214	126074	gene	2	SWSAP1
5215	126075	gene	2	CCDC159
5216	1261	gene	2	CNGA3
5217	126119	gene	2	JOSD2
5218	126123	gene	2	IZUMO2
5219	126129	gene	2	CPT1C
5220	126133	gene	2	ALDH16A1
5221	126147	gene	2	NTN5
5222	1262	gene	2	CNGA4
5223	126204	gene	2	NLRP13
5224	126205	gene	2	NLRP8
5225	126206	gene	2	NLRP5
5226	126208	gene	2	ZNF787
5227	126231	gene	2	ZNF573
5228	126248	gene	2	WDR88
5229	126259	gene	2	TMIGD2
5230	126272	gene	2	EID2B
5231	126282	gene	2	TNFAIP8L1
5232	126295	gene	2	ZNF57
5233	126298	gene	2	IRGQ
5234	126299	gene	2	ZNF428
